songid,song_title,artist_name,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,category
7Eg9qnJK7hI7LLoRsbvH2X,The Unknown,Crossfade,45,0.525,0.537,4,-8.071,0.0301,0.198,0.615,0.124,0.315,90.001,4,Rock
31lcf5cp2rY7rZxAC5uOcA,Ontario Gothic,Foxes In Fiction,45,0.303,0.542,11,-10.556,0.0323,0.00849,0.815,0.126,0.238,205.953,4,Rock
6qJw4fs0BB5pxYvb9RXuJk,Between The Eyes,Love Battery,23,0.634,0.91,2,-8.332,0.0289,0.171,0.00321,0.102,0.82,103.399,4,Rock
4Du9tpOJ57sm7gyl2sn5bM,Cold Foot,Big Spring,40,0.252,0.839,8,-4.651,0.0566,9e-06,0.117,0.274,0.373,177.963,4,Rock
7mXmxXLAnsvXKt4Q37KoMI,Over You,Daughtry,66,0.424,0.917,3,-2.595,0.041,0.0172,0.0,0.109,0.551,156.071,4,Rock
2F5r18ZlLUBqnt0jjhhETm,The Impression That I Get,The Mighty Mighty Bosstones,58,0.419,0.945,4,-5.406,0.119,0.0985,0.0121,0.23,0.689,181.175,4,Rock
4fxtYgcIOqjCq9Ix1pvrzn,No Type,New Beat Fund,54,0.619,0.622,5,-4.751,0.0328,0.00283,0.000133,0.108,0.214,136.978,4,Rock
4CbKVDZkYKdv69I4bCaKUq,Hero,Skillet,74,0.533,0.967,1,-2.543,0.0995,0.00791,0.0,0.336,0.786,142.018,4,Rock
19EQUqnUXEeiBrY10JhPEF,Its My Life,No Doubt,54,0.606,0.75,8,-4.535,0.0306,0.00264,0.000788,0.321,0.79,126.316,4,Rock
7zOop5skARaxQjkxh9JlZR,Second To None,Skip the Use,27,0.487,0.925,3,-3.163,0.039,0.000353,0.000149,0.37,0.487,111.675,4,Rock
2ZIRhZgebost1ImAJfk5Fh,Chevy 55,The Playtones,47,0.574,0.941,9,-4.779,0.0819,0.664,0.0,0.356,0.963,159.951,4,Rock
24aq7KBvgKsiEaj2swDxM9,The Sky Children,Kaleidoscope,42,0.579,0.623,0,-9.019,0.0272,0.214,0.0,0.0693,0.463,108.436,4,Rock
5ehK3216B33Jbui2IC3wwq,God Is My Lover,Empyr,13,0.346,0.942,0,-3.243,0.213,0.00279,0.00607,0.204,0.193,175.003,4,Rock
7owfaYY6CFwqQAv2Xih9CY,Fire Alarm,Castlecomer,57,0.499,0.938,6,-3.806,0.0606,0.000148,0.0204,0.302,0.479,145.047,4,Rock
0f9h8awV1X4jSllHXXYdfX,Sharp Dressed Man,ZZ Top,59,0.675,0.86,0,-8.553,0.026,0.000715,0.0401,0.0975,0.783,124.961,4,Rock
3HE50TVRquwXe9yv2HFoNL,Never Too Late,Three Days Grace,72,0.433,0.778,2,-4.68,0.0371,0.00838,0.0,0.163,0.205,149.864,4,Rock
4BxfXnGbnlibcUUPKog7Ne,Green Grass & High Tides - Remastered,The Outlaws,52,0.263,0.828,4,-8.225,0.0412,0.000421,0.018,0.232,0.583,99.092,4,Rock
0wBVIJrD6tvVnBIQTEQpBt,Gauze,Gleemer,39,0.567,0.539,10,-8.745,0.0333,0.00458,0.406,0.109,0.37,81.989,4,Rock
1hWrl3T1kIH5b9zRHLfCOn,Whats My Age Again?,blink-182,71,0.398,0.954,6,-7.373,0.0715,0.0133,0.000218,0.0891,0.434,157.766,4,Rock
54s7NH3Lnu8nlrX08VPwFI,Hot For Teacher,Van Halen,14,0.552,0.948,2,-4.896,0.15,0.000461,0.00031,0.0607,0.491,127.473,4,Rock
61qn7uoDsuswZs5p2DkFiP,Wish You Were Here,Incubus,62,0.246,0.768,9,-7.48,0.0387,0.000631,0.301,0.102,0.341,169.873,4,Rock
1I3ZtkoM19zN8cV62XpbwW,The Greatest View,Silverchair,52,0.318,0.787,9,-6.437,0.0329,9e-05,6e-05,0.163,0.348,79.159,4,Rock
35T0DuK0GlI6GaEZZKe7gZ,Dang If We Didnt,The Cadillac Three,43,0.621,0.808,2,-4.866,0.0394,0.0415,0.0,0.211,0.855,104.993,4,Rock
4VqkhvOP0FkcVrDxgJXtxM,Lucy,Skillet,54,0.481,0.71,7,-4.785,0.0298,0.183,0.0,0.147,0.177,140.062,4,Rock
5ZzgSFDpiWlxumgQbj8STo,Haunting Ghosts,Sexypop,16,0.451,0.977,1,-4.726,0.0547,0.000688,0.0481,0.271,0.542,95.004,4,Rock
0fIC59ZyS8ThtUF0Um6zuD,Cherub Rock,The Smashing Pumpkins,65,0.382,0.867,9,-7.426,0.0399,6e-06,0.581,0.196,0.458,87.309,4,Rock
7kWhdmRYv8CqbWNqfojqVd,Lets Stay Together,Al Green,28,0.746,0.273,5,-16.63,0.0573,0.606,0.0168,0.0526,0.509,101.952,4,Rock
27TPpj59ml6N7las1h696d,Last Stand,Adelitas Way,48,0.442,0.746,1,-5.411,0.0309,0.00197,0.0,0.123,0.327,131.957,4,Rock
059NFe0ekQGQTL3i8TYttr,I Got My Eyes On You,George Thorogood,8,0.405,0.905,2,-2.572,0.0327,5.4e-05,0.0501,0.235,0.703,157.228,4,Rock
730PcccFA4ePtZmzpypwoD,Peace Train,Yusuf / Cat Stevens,60,0.61,0.582,0,-10.422,0.044,0.119,3.8e-05,0.12,0.777,82.492,4,Rock
4YUlGNZfYA6EUE5KDsGqpC,You Cant Hurry Love,Phil Collins,31,0.639,0.923,7,-5.708,0.032,0.0674,0.0,0.0879,0.774,97.874,4,Rock
0iOZM63lendWRTTeKhZBSC,Mrs. Robinson,Simon & Garfunkel,74,0.606,0.457,6,-14.035,0.0497,0.713,2.5e-05,0.0747,0.814,92.033,4,Rock
1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,Florence + The Machine,70,0.504,0.812,7,-5.316,0.0911,0.059,0.000526,0.119,0.331,150.11,4,Rock
44NRdYQw7P0GWuiunRv3hr,I Stand Alone,Godsmack,62,0.213,0.93,0,-4.478,0.0671,4.8e-05,0.0,0.126,0.378,169.221,4,Rock
4SZqm48naZc6gACcw8ql0y,Suit And Jacket,Judah & the Lion,14,0.436,0.584,10,-8.523,0.0472,0.214,4.9e-05,0.101,0.116,164.141,4,Rock
75HZ6Wxnw8xbgz6HU9kKCS,Barely Breathing,Duncan Sheik,57,0.482,0.807,0,-6.976,0.0457,0.0281,0.0,0.177,0.511,187.918,4,Rock
04UVqH7qE1vPhtuN9kud5E,Last Love Song,ZZ Ward,47,0.641,0.484,3,-6.108,0.0265,0.612,0.0,0.125,0.514,109.911,4,Rock
2yMaaQubwYWVX73DLmFhhG,Heartbreaker,Are We Static,42,0.469,0.981,11,-4.892,0.0484,6e-06,0.0121,0.112,0.306,127.015,4,Rock
4qHSciBVrNNpUlI8TT9CHQ,LUCKY PENNY,JD McPherson,54,0.698,0.736,2,-5.525,0.0481,0.0664,2.2e-05,0.119,0.81,127.979,4,Rock
5Ex0CFhT3J4AdjvHnOvdDW,Surface Envy,Sleater-Kinney,41,0.427,0.975,9,-3.271,0.0621,0.000271,0.0324,0.16,0.579,136.203,4,Rock
26CYAQf81WpwqZl7aDzhdg,I Am over You,The Noface,33,0.593,0.693,4,-7.996,0.0389,0.0149,0.00676,0.146,0.241,138.959,4,Rock
4pckuF6VOu58o1pMFUdlPW,Burn it to the Ground,Nickelback,54,0.617,0.913,11,-3.449,0.0931,0.00037,0.463,0.366,0.681,132.047,4,Rock
3mhOmh4tRKsMfnRmgZfeBm,Far Behind,Candlebox,61,0.552,0.645,7,-6.595,0.0268,0.00187,1e-06,0.0424,0.563,89.518,4,Rock
1yplWxZQqvSg9RRf9FjJm3,Santeria,Sublime,63,0.676,0.762,1,-5.112,0.0426,0.0287,1e-06,0.171,0.551,90.399,4,Rock
1zGEScj98f6OcUpNAOhD2z,Felicity,The Night Café,26,0.474,0.779,7,-6.318,0.0311,0.000112,0.31,0.073,0.584,141.965,4,Rock
2McqnD4oeOWZre5AbwRb83,Let It Burn,Blackberry Smoke,44,0.526,0.942,7,-5.797,0.0495,0.025,0.004,0.0866,0.963,163.02,4,Rock
4llDF3RuBQYj2nkjTCJY4w,Quiet,This Will Destroy You,49,0.482,0.463,1,-7.927,0.0573,0.282,0.848,0.36,0.0429,115.011,4,Rock
1gzWd0ILFaCoHUfQSkCIvl,Minerva,Deftones,60,0.349,0.934,3,-5.518,0.0644,0.000152,0.623,0.281,0.0757,124.055,4,Rock
2JG2OmmwZ5x2RkX0uR5w4k,Wasted Years,Cold,37,0.347,0.594,8,-6.43,0.0309,0.0582,0.0,0.196,0.157,173.891,4,Rock
60yoFM8bGVM3JnCgy96Yko,Saturday Nights Alright For Fighting,Elton John,0,0.54,0.964,9,-4.075,0.126,0.0316,0.000112,0.389,0.573,150.008,4,Rock
6gZVQvQZOFpzIy3HblJ20F,Man in the Box,Alice In Chains,71,0.346,0.765,8,-8.558,0.0413,0.00229,8e-06,0.213,0.667,106.463,4,Rock
6hTcuIQa0sxrrByu9wTD7s,Born to Run,Bruce Springsteen,71,0.27,0.944,4,-4.199,0.0975,0.00501,2.1e-05,0.116,0.618,146.347,4,Rock
3DiRdaZtPrVdb4U2RIuRWm,One Way or Another,Blondie,53,0.447,0.863,6,-6.303,0.0585,0.00365,0.0138,0.0448,0.817,162.311,4,Rock
3gKk0KYBayVp07RmlXOT6e,Up Around The Bend,Creedence Clearwater Revival,42,0.611,0.913,2,-5.241,0.0383,0.0228,0.678,0.154,0.727,130.249,4,Rock
1bFjZtKMLAd63AILwrGl5l,Golden Age,Late Night Episode,56,0.607,0.703,6,-5.871,0.129,0.0229,0.0,0.168,0.713,80.026,4,Rock
1HlEMQCiYAuEmqzjzGuOpT,Killing Time,Max and the Moon,38,0.317,0.746,8,-7.431,0.049,0.00502,0.0,0.377,0.569,165.832,4,Rock
1wCRIJ3RHGp2kVFJSRNGGV,Ecco,Balmorhea,39,0.0883,0.085,7,-18.406,0.0359,0.866,0.904,0.138,0.103,85.373,4,Rock
7ohqcy0MESjxurNED68okJ,63 Days,Atlas Genius,56,0.677,0.686,1,-6.518,0.0866,0.0122,0.0,0.162,0.749,159.973,4,Rock
0O4Yt3iHNIZGFE3uhFLu6I,About A Girl,Nirvana,48,0.405,0.889,11,-6.428,0.0307,7e-06,0.000201,0.174,0.648,132.209,4,Rock
7aQWQSrLhPuRbHUewe6HLB,Let the Rain Come Down,The Steel Woods,46,0.644,0.616,2,-5.755,0.0325,0.14,0.00178,0.0745,0.331,147.083,4,Rock
1BU4ky3CgfqdYmSBfJeV9j,Enemy,Sevendust,56,0.57,0.99,1,-2.272,0.0876,0.00024,0.000379,0.111,0.375,106.909,4,Rock
2nuA1esWzYEgnfQ4DpsSsm,Dying In Your Arms,Trivium,59,0.446,0.933,9,-3.605,0.0537,2.5e-05,9.7e-05,0.085,0.739,159.961,4,Rock
6SpLc7EXZIPpy0sVko0aoU,Misery Business,Paramore,72,0.517,0.906,1,-3.677,0.0735,0.00272,9e-06,0.113,0.715,172.977,4,Rock
11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,70,0.494,0.677,6,-10.233,0.0452,0.184,0.0258,0.0926,0.272,101.539,4,Rock
7CYwpzjYx7TjguC3ukmkIU,Meat - Radio Edit,MassMatiks,44,0.513,0.69,10,-7.179,0.0687,0.000368,0.0,0.111,0.55,155.866,4,Rock
48zoQZk5Vc4Y71SvvJuyLm,Nathalie,Pepita Slappers,43,0.392,0.851,1,-3.913,0.0444,0.536,0.0,0.0763,0.769,203.223,4,Rock
44hOGg1uFg1XJZGZYNwYmM,Tainted Love,Soft Cell,65,0.569,0.402,0,-10.151,0.0433,0.438,0.0,0.134,0.707,144.635,4,Rock
11cPCZ0BYWJmAm7N8eDxtu,Johnny B. Goode - Single Version,Chuck Berry,15,0.529,0.806,10,-9.027,0.0806,0.747,0.00011,0.305,0.97,167.43,4,Rock
0fnYEb4IPNMlv46bZweUu8,Broken Bones,CRX,53,0.352,0.571,2,-3.801,0.0441,3e-05,0.00885,0.125,0.518,99.202,3,Rock
6AvslIXIi9iaGvukefyVVK,Bottom Of The Deep Blue Sea,MISSIO,65,0.573,0.754,4,-4.788,0.0329,0.0248,0.00019,0.104,0.257,132.964,4,Rock
5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,79,0.412,0.882,11,-5.54,0.0369,6e-05,0.00031,0.0805,0.365,158.066,4,Rock
1jMaB19DiVR8OihLSuYFOt,Spoonman,Soundgarden,64,0.274,0.906,0,-5.587,0.0404,1.9e-05,0.257,0.273,0.787,185.959,3,Rock
5IHNFbwUmh7GHUhqdZ67QS,The Locomotion,Various Artists,46,0.629,0.782,3,-9.595,0.0574,0.709,0.0215,0.304,0.761,128.973,4,Rock
1LI7vkkJ5EKLl6MpZBWZF2,Respect,Aretha Franklin,42,0.821,0.496,0,-8.4,0.0462,0.479,2.3e-05,0.328,0.945,114.605,4,Rock
6ifDwKH8OlIWPcXuWMyST2,Volcano Girls,Veruca Salt,44,0.542,0.957,4,-2.794,0.0368,0.000902,1e-06,0.424,0.611,131.492,4,Rock
6DTHkeVHU2CCB3601pJoHM,Kids (Aint All Right),Grace Mitchell,53,0.564,0.558,3,-7.018,0.0608,0.00329,0.0,0.393,0.464,87.731,4,Rock
3jBCwLVmmfKUH8321N4bdd,Shifting Sands,The West Coast Pop Art Experimental Band,50,0.226,0.585,2,-9.965,0.0343,0.128,0.0233,0.112,0.622,180.495,3,Rock
3DpmKMHJjLY7wk36bm2yaW,I Just Died In Your Arms,Throw The Fight,3,0.338,0.882,11,-5.426,0.108,6.2e-05,2e-06,0.0684,0.559,166.948,4,Rock
5kr3j5Clb9rjEposoMyLVt,Welcome to Paradise,Green Day,67,0.37,0.96,3,-4.162,0.0378,0.000241,0.0116,0.0563,0.731,89.428,4,Rock
1y99NoWcpnnb3f8Dfv8iER,Chevalier Bulltoe,Totorro,44,0.559,0.718,2,-7.062,0.0715,0.246,0.75,0.114,0.207,138.013,4,Rock
67lRBx0P3WaEl6nlFHtffy,Tumbling Dice,The Rolling Stones,47,0.615,0.91,11,-4.248,0.0347,0.5,0.511,0.281,0.764,111.013,4,Rock
164EnZMFkzwI02U78jSzvW,Til Kingdom Come,Pop Evil,45,0.503,0.596,3,-7.256,0.0306,0.0259,1.6e-05,0.0956,0.146,115.018,4,Rock
2lwkf3MVqTYmo5NoAoWFqN,No Ordinary Love,Deftones,40,0.401,0.85,11,-6.083,0.0581,0.25,0.342,0.107,0.87,83.027,4,Rock
0wSMSMZY1VAWKXyjhGk7Cu,Sad Heart of Mine,Caspian,39,0.389,0.451,5,-10.178,0.0348,0.0161,0.883,0.1,0.106,120.004,3,Rock
76nvqWPFucUra1xCkN1tnD,Mmm Mmm Mmm Mmm,Crash Test Dummies,58,0.58,0.575,3,-7.72,0.0231,0.25,1.8e-05,0.0813,0.372,92.934,4,Rock
7uODrkf1XnlIGMyUSCLbLU,Dont Misunderstand Me,Rossington Collins Band,39,0.611,0.544,0,-9.331,0.0332,0.247,0.0572,0.105,0.781,124.894,4,Rock
1Qdnvn4XlmZANCVy3XjrQo,Show Me How to Live,Audioslave,74,0.433,0.854,9,-3.868,0.0483,0.000336,0.000177,0.162,0.364,89.4,4,Rock
5khYAz4zsbrNOkWPmQIc5F,Reckless Tongue,Airways,46,0.532,0.892,11,-4.698,0.071,0.00261,0.000519,0.228,0.801,85.99,4,Rock
7fq6QfmUQ0ua1jUr0GKuJn,No Known Drink Or Drug,Japandroids,2,0.237,0.849,0,-4.906,0.0622,0.0698,0.018,0.367,0.184,162.982,4,Rock
6WkSUgo1VdpzgtiXKlFPcY,Dammit,blink-182,65,0.407,0.968,0,-5.154,0.108,0.00166,0.0,0.131,0.363,109.727,4,Rock
2dEgwtRjYl6TJkIwjRwn6z,Heaven,Warrant,56,0.462,0.488,6,-11.143,0.0287,0.115,0.0,0.128,0.323,145.789,4,Rock
1Fekh45eTzyteap9YgmOr1,Our Loved Ones,Volbeat,42,0.442,0.793,7,-5.465,0.029,0.000128,0.000305,0.227,0.32,149.958,4,Rock
7BNDyzwDboNRR2wmd7GSew,Of The Night,Bastille,58,0.668,0.826,5,-7.18,0.0398,0.0209,0.000249,0.0886,0.36,125.007,4,Rock
3Te0NUMofZVs1KHQgrqXVe,Ceasefire,Judas,49,0.571,0.855,4,-4.622,0.0866,0.00417,0.0,0.0938,0.775,136.048,4,Rock
2kyDqWZoa2VVyrgtlx3yQT,I Remember You,Skid Row,11,0.477,0.704,0,-6.425,0.0273,0.000962,7.3e-05,0.194,0.475,88.218,4,Rock
2DptK8PS4fOEkbSyrUuUQp,Its A Trip!,Joywave,38,0.676,0.703,6,-4.993,0.0311,0.0963,0.00241,0.238,0.685,97.978,4,Rock
1dJuteDIOkGfDSN7zPkzNv,She Dont Use Jelly,The Flaming Lips,59,0.33,0.556,7,-11.494,0.0796,0.207,4.4e-05,0.315,0.495,173.828,4,Rock
1Eolhana7nKHYpcYpdVcT5,Little Wing,Jimi Hendrix,71,0.515,0.534,6,-8.045,0.0768,0.181,0.00278,0.0547,0.413,70.776,4,Rock
43GS3mtezoIFiuIZCLLiDY,Every Rose Has Its Thorn - 2003 - Remaster,Poison,67,0.533,0.637,6,-5.571,0.0323,0.16,1.1e-05,0.369,0.289,140.167,4,Rock
735Ge0JqNmz6hKYEB1q7vZ,Uninvited,Red Sun Rising,43,0.513,0.639,6,-6.275,0.0307,0.121,0.000108,0.102,0.261,132.068,4,Rock
7ej76VUd7UrJv6k11GGByI,Aint That a Shame - Live,Cheap Trick,37,0.444,0.93,9,-8.497,0.0715,0.000963,0.654,0.824,0.144,134.986,4,Rock
0UQIWHTat7pYuHWQoYs7EI,Should I Stay or Should I Go,Anti-Flag,0,0.458,0.879,6,-5.668,0.0801,0.00256,0.0,0.31,0.862,136.801,4,Rock
3F6WXTESS9NclFC4WROqDB,I Found God,Mainland,54,0.516,0.623,4,-6.207,0.0361,0.00141,0.0,0.132,0.439,139.404,4,Rock
40bynawzslg9U7ACq07fAj,Champagne Supernova - Remastered,Oasis,64,0.286,0.796,2,-4.625,0.0388,0.47,0.063,0.364,0.12,150.272,4,Rock
0OQLMQBKeaFuA2PJRdMuik,Ramble On,Train,50,0.568,0.686,9,-6.08,0.0284,0.0978,0.0523,0.109,0.888,98.333,4,Rock
6mKrkYPZ5j8XQEn18KN2Jc,Uptown Girl,Billy Joel,48,0.708,0.924,4,-4.264,0.0404,0.0814,0.0,0.669,0.822,128.909,4,Rock
3k9i7UzeSUYWIfUZFeFDUd,Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,64,0.404,0.903,1,-3.88,0.0668,0.577,0.297,0.287,0.506,115.672,4,Rock
1Y13csEpu3TK5gQdzGLrd8,Pardon Me,Incubus,70,0.579,0.812,1,-6.509,0.0692,0.00114,0.00333,0.115,0.287,152.002,4,Rock
1yJWqYYDQge60nZKdLyiZU,When I Look Into Your Eyes,Firehouse,55,0.39,0.619,6,-7.827,0.0278,0.00254,4.9e-05,0.161,0.252,146.821,4,Rock
703BT1NQsfIwPFv8MXQ47m,Dreams,Fleetwood Mac,22,0.823,0.338,0,-15.899,0.0413,0.139,0.00129,0.5,0.778,120.473,4,Rock
5SQ0fTU63OOQeCQhocmv7c,Race With The Devil - Digitally Remastered 02,Gene Vincent & His Blue Caps,45,0.618,0.64,1,-9.729,0.0525,0.283,0.0,0.0671,0.849,100.529,4,Rock
6Hx7kdHB9kGdxnw2EwSx2V,Million Bucks,Smallpools,66,0.608,0.865,1,-3.961,0.0451,0.00602,0.0,0.127,0.546,100.026,4,Rock
6WVj0HdHqrBMSnRMQQIl0h,Holding On,The War On Drugs,58,0.448,0.94,6,-5.043,0.0421,0.000572,0.0106,0.0536,0.64,150.096,4,Rock
0yTJtxZJ5VLfBEHhiNUNeY,Silvertongue,Young the Giant,70,0.673,0.789,0,-4.288,0.0408,0.00975,0.0,0.752,0.847,100.043,4,Rock
4yrloqLBKS7Pi3z7g2HDga,Somebody to Love,Jefferson Airplane,20,0.498,0.647,4,-9.058,0.036,0.322,0.0,0.361,0.582,130.056,4,Rock
0IUynghSgeaQuZ5I0Bi5Zc,High,Sir Sly,23,0.75,0.729,2,-5.593,0.0363,0.00697,0.00421,0.0603,0.762,122.98,4,Rock
3x5IM9VEpsFLhkzy9YT2F0,Venus In Furs,The Velvet Underground,53,0.327,0.64,8,-9.8,0.0354,0.00181,0.544,0.0816,0.591,72.378,4,Rock
5arVt2Wg0zbiWwAOZef2Nl,Higher Ground - 2003 - Remaster,Red Hot Chili Peppers,64,0.476,0.979,4,-3.506,0.132,0.0014,0.00729,0.0944,0.416,140.404,4,Rock
1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remastered Version,Blur,76,0.674,0.789,8,-6.903,0.0676,0.00178,0.0071,0.0754,0.906,129.804,4,Rock
7sZD8tOmfRUObogGX8VzfZ,Billie Jean,Chris Cornell,49,0.387,0.637,4,-4.668,0.0555,0.622,0.000103,0.133,0.357,137.829,3,Rock
15qe3YIRh8hl9XAXODXQHW,Halfway There,Sheryl Crow,45,0.726,0.601,6,-7.95,0.0312,0.0596,0.0,0.0989,0.65,92.018,4,Rock
5M6rPUAupuapjfHUy1W11Z,Holy Water,Hembree,6,0.475,0.82,5,-5.057,0.0573,0.00771,0.835,0.211,0.336,140.025,4,Rock
5Eb1TzFxX0FvubRiy05E3j,The Midnight Son,Bukowski,20,0.514,0.744,1,-4.276,0.0456,0.00402,5e-06,0.1,0.123,119.899,4,Rock
4YZVtRbdGOhHdGNi4JpCL5,Thank God Im Not You,Himalayas,63,0.542,0.828,11,-3.91,0.0536,0.00175,0.0136,0.06,0.782,126.037,4,Rock
6pb5BBnIM5IM7R1cqag6rE,Big Me,Foo Fighters,61,0.579,0.708,0,-10.419,0.0374,0.442,0.0,0.11,0.868,130.97,4,Rock
5DiXcVovI0FcY2s0icWWUu,Mr. Jones,Counting Crows,73,0.581,0.817,0,-6.542,0.0382,0.211,1e-06,0.246,0.772,141.607,4,Rock
0Tr5G2mE56eLUGvCaXRM8I,No Good,Kaleo,68,0.378,0.925,9,-3.781,0.185,0.0234,0.00062,0.18,0.584,108.525,4,Rock
0Xq7FPQaLJgIHSB605YUMy,Sweet Dreams (Are Made Of This),Marilyn Manson,63,0.199,0.622,8,-6.749,0.0368,0.00745,0.794,0.204,0.142,183.491,4,Rock
25tbnjnjZjXIYrfgqGKxpG,Ahead Of Myself,X Ambassadors,66,0.587,0.549,5,-7.817,0.0347,0.0015,0.0,0.0862,0.352,89.952,4,Rock
7GV5kJbAEyt2gloxsiQO5J,Another Sunday Morning,Black Raven,46,0.539,0.971,0,-4.381,0.0437,0.00719,0.000264,0.151,0.831,115.056,4,Rock
6QZfj7u76JcewmSARFVUmr,5D (Fifth Dimension),The Byrds,37,0.186,0.546,2,-9.947,0.0373,0.451,0.0,0.201,0.532,177.526,3,Rock
3ztCt91U2wGkDZuzbCwH6H,Black Hole Sun,Soundgarden,72,0.351,0.822,6,-5.337,0.0408,0.000185,0.000117,0.0766,0.149,105.503,4,Rock
6HhtmXZi4wh1ssdFGsE55G,Whats Wrong,Pvris,66,0.502,0.945,1,-3.191,0.103,0.0514,0.00585,0.0897,0.316,100.988,4,Rock
3asFGFY3uLjMDmML1p0tYm,Savior,Rise Against,73,0.549,0.93,5,-3.468,0.0487,0.00164,6.7e-05,0.39,0.518,112.447,4,Rock
371VkfwKiXJxgH5ZPoQNHD,The Joker,Steve Miller Band,68,0.596,0.448,5,-9.616,0.0396,0.365,5e-06,0.206,0.794,83.293,4,Rock
2tUhCTpGeEfssyYTeu0chm,Wake Up,Coheed and Cambria,52,0.559,0.44,11,-9.273,0.0312,0.593,4e-06,0.402,0.48,72.015,4,Rock
23Nrr5PTRKNjNZIor84HhG,"Bye, Bye Johnny",Return,12,0.507,0.839,4,-5.572,0.0434,0.491,0.0,0.0405,0.333,80.083,4,Rock
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix,77,0.438,0.805,8,-6.237,0.0624,0.00255,5.7e-05,0.0842,0.565,113.253,4,Rock
3fxkvUbO7w8CvHIGm4jnag,Red Light (Spells Danger),Black Raven,50,0.605,0.908,9,-6.13,0.0574,0.0733,8e-06,0.171,0.717,119.018,4,Rock
2taiFEr466TWMGPZN719m5,Just Like Heaven,Dinosaur Jr.,48,0.227,0.962,7,-4.963,0.0991,0.103,0.0289,0.24,0.5,161.112,4,Rock
0ttHpMs250dpFkCYAnuhnE,Good,Better Than Ezra,62,0.615,0.657,7,-6.873,0.029,0.000372,0.0204,0.132,0.78,109.95,4,Rock
3VP2BG499sqKXo3f0Cct7J,Freeze Time,311,51,0.59,0.904,9,-5.283,0.138,0.0158,3e-06,0.06,0.784,183.972,4,Rock
3xXBsjrbG1xQIm1xv1cKOt,One More Light,Linkin Park,81,0.593,0.2,8,-11.063,0.0311,0.904,0.0,0.0897,0.16,83.966,4,Rock
52amRG303Q0KNkrxwVa9kW,"The Deepest Sighs, the Frankest Shadows",Gang of Youths,52,0.355,0.812,0,-5.861,0.0767,0.0565,0.00972,0.141,0.143,151.818,4,Rock
6mz4ovKdmCZaxCh7kW596H,Bear Claws,The Academic,51,0.556,0.884,2,-1.934,0.0362,0.0136,0.0,0.102,0.67,97.056,4,Rock
53968oKecrFxkErocab2Al,November Rain,Guns N Roses,75,0.197,0.629,11,-9.291,0.03,0.0165,0.279,0.125,0.215,79.495,4,Rock
43MISNkxKhfhjk2PD4VKeQ,Say Hello 2 Heaven - 25th Anniversary Mix,Temple Of The Dog,46,0.31,0.768,0,-6.611,0.0332,0.0513,2.1e-05,0.371,0.307,148.473,3,Rock
40Cm3xxLnHUK8y2TVF4Jyp,A-V8 Boogie,Jack Baymoore & The Bandits,43,0.5,0.761,11,-4.824,0.095,0.792,0.0,0.0632,0.816,174.96,4,Rock
1MlsQwhm6MU3PYMHNIc2YS,Evil - Single Version,Cactus,45,0.25,0.821,7,-7.694,0.075,0.000551,0.00181,0.335,0.793,190.203,4,Rock
3XxjEIy0Z0fGbtKMnbSbBi,I Need That Oooh,The Picturebooks,38,0.501,0.685,8,-7.221,0.032,0.147,0.269,0.223,0.38,97.43,4,Rock
0Ti2dlF2xLjXblvdU5fCxM,Miss Murder,AFI,68,0.309,0.875,1,-4.49,0.0488,0.000213,0.00168,0.113,0.73,143.526,4,Rock
1CzYqZfQAHor8rCsE6qvjj,Take It Easy,Moons of Mars,46,0.514,0.925,11,-6.252,0.0352,0.00403,0.0187,0.308,0.887,158.031,4,Rock
4iCGSi1RonREsPtfEKYj5b,"Tonight, Tonight",The Smashing Pumpkins,69,0.287,0.67,6,-9.381,0.0368,6.3e-05,0.748,0.237,0.204,148.928,4,Rock
0h4fRpHrxBeR3XWHmcolaU,Stupid Girl,Garbage,55,0.588,0.804,11,-4.006,0.0333,0.00336,0.00172,0.0358,0.737,120.015,4,Rock
2DokfJx2T3GAchaEoap6Se,Midnight Dynamos,Matchbox,46,0.712,0.929,4,-5.911,0.0431,0.33,0.0,0.245,0.847,108.098,4,Rock
5zV6Jyu6q1eJMLwvlv82QG,Whole Lotta Money (feat. Rich The Kid),Party Favor,45,0.705,0.859,4,-3.738,0.0656,0.137,9.3e-05,0.263,0.46,130.079,4,Workout
2egKQvoHiCJyHXn8lRlsrl,Be Right There,Diplo,67,0.695,0.797,7,-5.199,0.0548,0.00259,0.112,0.664,0.279,124.972,4,Workout
5uMwuzrvG2377KmsOnEmcg,Juice,Ycee,66,0.812,0.657,1,-2.77,0.0738,0.496,0.0024,0.091,0.742,109.998,4,Workout
3Db8OhBMmNPLv2rHYoP7Wf,P.Y.T. (Pretty Young Thing),John Gibbons,73,0.612,0.9,2,-2.101,0.052,0.0669,2e-06,0.431,0.329,124.514,4,Workout
